"","leg_party","leg_republican","leg_black","leg_latino","reply_atall","treat_deshawn","treat_demprimary","treat_repprimary","treat_noprimary","treat_group","treat_jake","leg_notwhite","leg_white","leg_notblackotherminority","treat_primary"
"2849","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2850","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2851","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2852","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"2853","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2854","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2855","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2856","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2857","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2858","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2859","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2860","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2861","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2862","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2863","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2864","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2865","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2866","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2867","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2868","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2869","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2870","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2871","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"2872","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"2873","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2874","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2875","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2876","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2877","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2878","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"2879","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2880","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2881","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2882","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2883","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"2884","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2885","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2886","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2887","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2888","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"2889","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2890","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2891","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2892","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2893","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2894","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2895","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2896","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2897","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2898","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2899","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2900","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2901","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2902","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2903","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"2904","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2905","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2906","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2907","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2908","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2909","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2910","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2911","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2912","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2913","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2914","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2915","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2916","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2917","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2918","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2919","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2920","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2921","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2922","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2923","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"2924","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2925","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2926","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2927","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"2928","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"2929","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"2930","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2931","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2932","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2933","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2934","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2935","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2936","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2937","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2938","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2939","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2940","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2941","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2942","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2943","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2944","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2945","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"2946","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2947","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2948","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2949","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2950","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2951","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2952","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2953","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"2954","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2955","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2956","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2957","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"2958","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2959","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"2960","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2961","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"2962","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2963","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2964","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2965","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"2966","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2967","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"2968","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"2969","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"2970","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2971","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"2972","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2973","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2974","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2975","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"2976","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2977","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2978","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2979","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2980","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2981","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"2982","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2983","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"2984","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"2985","D",0,0,1,0,0,0,1,0,3,1,1,0,1,1
"2986","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"2987","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"2988","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2989","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"2990","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2991","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"2992","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"2993","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2994","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"2995","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"2996","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"2997","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"2998","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"2999","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3000","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3001","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3002","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3003","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3004","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3005","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3006","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3007","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3008","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3009","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3010","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3011","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3012","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3013","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3014","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3015","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3016","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3017","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3018","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3019","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3020","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3021","D",0,0,1,1,0,1,0,0,5,1,1,0,1,1
"3022","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3023","R",1,0,0,0,0,1,0,0,5,1,1,0,1,1
"3024","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3025","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3026","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3027","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3028","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3029","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3030","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3031","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3032","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3033","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3034","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3035","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3036","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3037","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3038","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3039","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3040","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3041","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3042","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3043","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3044","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3045","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3046","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3047","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3048","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3049","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3050","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3051","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3052","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3053","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3054","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3055","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3056","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3057","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3058","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3059","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3060","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3061","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3062","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3063","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3064","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3065","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3066","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3067","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3068","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3069","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3070","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3071","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3072","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3073","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3074","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3075","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3076","D",0,0,1,0,0,0,1,0,3,1,1,0,1,1
"3077","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3078","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3079","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3080","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3081","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3082","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3083","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3084","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3085","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3086","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3087","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3088","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3089","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3090","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3091","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3092","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3093","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3094","D",0,0,1,0,1,0,1,0,2,0,1,0,1,1
"3095","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3096","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3097","D",0,0,1,0,1,1,0,0,4,0,1,0,1,1
"3098","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3099","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3100","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3101","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3102","D",0,0,0,1,0,0,0,1,0,1,1,0,1,0
"3103","D",0,0,1,0,0,0,0,1,0,1,1,0,1,0
"3104","D",0,0,1,0,0,1,0,0,5,1,1,0,1,1
"3105","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3106","D",0,0,1,1,0,1,0,0,5,1,1,0,1,1
"3107","D",0,0,1,0,0,0,0,1,0,1,1,0,1,0
"3108","D",0,0,1,0,1,0,0,1,6,0,1,0,1,0
"3109","D",0,0,1,0,0,0,1,0,3,1,1,0,1,1
"3110","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3111","D",0,0,1,0,1,0,0,1,6,0,1,0,1,0
"3112","D",0,0,1,1,0,0,1,0,3,1,1,0,1,1
"3113","D",0,0,0,1,0,0,1,0,3,1,1,0,1,1
"3114","D",0,0,1,1,0,0,1,0,3,1,1,0,1,1
"3115","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3116","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3117","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3118","D",0,1,1,0,0,0,0,1,0,1,1,0,0,0
"3119","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3120","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3121","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3122","D",0,0,1,1,1,0,1,0,2,0,1,0,1,1
"3123","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3124","D",0,0,0,0,1,0,0,1,6,0,1,0,1,0
"3125","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3126","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3127","R",1,0,0,1,1,0,0,1,6,0,1,0,1,0
"3128","R",1,1,0,1,1,0,1,0,2,0,1,0,0,1
"3129","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3130","D",0,0,1,0,1,0,0,1,6,0,1,0,1,0
"3131","D",0,0,1,1,0,1,0,0,5,1,1,0,1,1
"3132","D",0,0,1,0,1,0,1,0,2,0,1,0,1,1
"3133","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3134","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3135","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3136","R",1,0,1,0,1,0,1,0,2,0,1,0,1,1
"3137","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3138","D",0,0,1,1,0,1,0,0,5,1,1,0,1,1
"3139","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3140","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3141","D",0,0,1,1,0,1,0,0,5,1,1,0,1,1
"3142","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3143","D",0,0,1,1,1,0,0,1,6,0,1,0,1,0
"3144","D",0,0,1,1,1,0,1,0,2,0,1,0,1,1
"3145","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3146","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3147","D",0,0,1,0,0,1,0,0,5,1,1,0,1,1
"3148","D",0,0,1,1,1,0,0,1,6,0,1,0,1,0
"3149","D",0,0,1,0,1,0,0,1,6,0,1,0,1,0
"3150","D",0,0,1,1,0,0,1,0,3,1,1,0,1,1
"3151","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3152","D",0,0,0,0,0,0,0,1,0,1,0,1,0,0
"3153","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3154","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3155","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3156","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3157","R",1,0,1,0,1,0,0,1,6,0,1,0,1,0
"3158","D",0,0,1,0,1,0,1,0,2,0,1,0,1,1
"3159","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3160","D",0,0,1,0,1,0,1,0,2,0,1,0,1,1
"3161","D",0,0,1,1,1,0,0,1,6,0,1,0,1,0
"3162","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3163","D",0,0,1,1,0,1,0,0,5,1,1,0,1,1
"3164","R",1,0,1,0,1,1,0,0,4,0,1,0,1,1
"3165","D",0,0,1,1,1,1,0,0,4,0,1,0,1,1
"3166","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3167","D",0,0,1,1,0,0,1,0,3,1,1,0,1,1
"3168","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3169","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3170","R",1,0,1,0,0,0,1,0,3,1,1,0,1,1
"3171","D",0,0,1,1,1,0,1,0,2,0,1,0,1,1
"3172","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3173","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3174","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3175","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3176","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3177","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3178","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3179","D",0,0,1,1,0,0,0,1,0,1,1,0,1,0
"3180","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3181","D",0,1,0,0,1,1,0,0,4,0,1,0,0,1
"3182","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3183","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3184","D",0,0,0,0,1,0,0,1,6,0,0,1,0,0
"3185","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3186","D",0,0,1,1,0,0,0,1,0,1,1,0,1,0
"3187","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3188","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3189","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3190","D",0,0,1,1,0,0,0,1,0,1,1,0,1,0
"3191","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3192","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3193","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3194","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3195","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3196","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3197","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3198","D",0,1,0,0,1,1,0,0,4,0,1,0,0,1
"3199","D",0,0,0,0,1,1,0,0,4,0,0,1,0,1
"3200","D",0,0,0,1,0,1,0,0,5,1,0,1,0,1
"3201","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3202","R",1,0,0,0,1,0,1,0,2,0,0,1,0,1
"3203","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"3204","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3205","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3206","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3207","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3208","D",0,1,0,0,0,0,1,0,3,1,1,0,0,1
"3209","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3210","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3211","R",1,0,0,0,0,0,1,0,3,1,0,1,0,1
"3212","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3213","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3214","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3215","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3216","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3217","R",1,1,0,1,1,0,0,1,6,0,1,0,0,0
"3218","R",1,0,0,0,1,0,0,1,6,0,1,0,1,0
"3219","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3220","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3221","R",1,0,0,1,0,1,0,0,5,1,0,1,0,1
"3222","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3223","R",1,0,0,1,1,0,1,0,2,0,0,1,0,1
"3224","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3225","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3226","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3227","D",0,0,0,0,0,0,1,0,3,1,0,1,0,1
"3228","D",0,1,0,0,0,1,0,0,5,1,1,0,0,1
"3229","D",0,0,0,1,1,0,0,1,6,0,0,1,0,0
"3230","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3231","D",0,1,0,0,0,0,0,1,0,1,1,0,0,0
"3232","R",1,0,0,0,1,1,0,0,4,0,0,1,0,1
"3233","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
"3234","R",1,0,0,0,0,0,0,1,0,1,0,1,0,0
"3235","D",0,1,0,0,1,0,1,0,2,0,1,0,0,1
"3236","R",1,0,0,1,1,1,0,0,4,0,0,1,0,1
"3237","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3238","D",0,0,0,0,1,0,1,0,2,0,0,1,0,1
"3239","D",0,0,0,0,0,1,0,0,5,1,0,1,0,1
"3240","D",0,1,0,1,1,0,1,0,2,0,1,0,0,1
"3241","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3242","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3243","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3244","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3245","R",1,0,0,0,0,1,0,0,5,1,0,1,0,1
"3246","R",1,0,0,0,1,0,0,1,6,0,0,1,0,0
"3247","D",0,0,0,1,1,0,1,0,2,0,0,1,0,1
"3248","R",1,0,0,1,0,0,1,0,3,1,0,1,0,1
"3249","D",0,0,0,1,1,1,0,0,4,0,0,1,0,1
"3250","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3251","D",0,1,0,0,1,0,0,1,6,0,1,0,0,0
"3252","D",0,1,1,1,0,0,1,0,3,1,1,0,0,1
"3253","D",0,0,0,1,0,0,0,1,0,1,0,1,0,0
"3254","D",0,0,0,1,0,0,1,0,3,1,0,1,0,1
"3255","R",1,0,0,1,0,0,0,1,0,1,0,1,0,0
"3256","R",1,0,0,1,1,0,0,1,6,0,0,1,0,0
